Administrative,Administrative_Duration,Informational,Informational_Duration,LogProductRelated,LogProductRelated_Duration,ProductRelatedPrc,ProductRelated_Duration_Prc,LogAv_ProductRelated_Duration,PageValues_ProductRelated,PageValues_ProductRelatedDuration,BounceRates,LogExitRates,PageValues,SpecialDay,Month,OperatingSystems,Browser,Region,TrafficType,VisitorType,Weekend,Revenue
0,0.0,0,0.0,2.0794415416798357,5.351858133476067,1.0,1.0,3.4339872044851467,0.0,0.0,0.0,0.055569851019675626,0.0,0.0,May,iOS,Safari,Adana,Referral,Returning,True,False
3,44.75,0,0.0,2.0794415416798357,4.634728988229636,0.7,0.6950596252129473,2.745437733173831,0.0,0.0,0.066666667,0.07145896391317944,0.0,0.4,May,Windows,Chrome,Izmir,Referral,Returning,False,False
5,53.0,0,0.0,3.6635616461296463,7.7174254425543545,0.8837209302325582,0.9769481696300184,4.0961703799283775,0.0,0.0,0.016923077,0.013835470942692368,0.0,0.2,May,iOS,Safari,Ankara,Social,Returning,False,False
1,49.0,0,0.0,1.6094379124341003,7.701426297308381,0.7999999999999999,0.9783137862358929,6.3164875622433625,0.0,0.0,0.0,0.013245226421073269,0.0,0.0,May,iOS,Safari,Istanbul,Social,Returning,True,False
1,53.0,0,0.0,2.6390573296152584,6.035481432524756,0.9285714285714286,0.8872340425531915,3.4988358512260715,5.599076923076924,0.1745515587529976,0.0,0.018018505324106884,72.788,0.4,May,iOS,Safari,Istanbul,Social,New,False,True
0,0.0,0,0.0,1.0986122886681098,6.536691597591305,1.0,1.0,5.844992643207724,0.0,0.0,0.0,0.09531017980432487,0.0,0.0,May,Android,Chrome,Ankara,Search,New,False,False
0,0.0,0,0.0,2.772588722239781,6.672876471491665,1.0,1.0,3.982377911928582,0.9702857140000002,0.018430923228432636,0.0,0.01418463471026629,14.55428571,0.0,May,Android,Chrome,Ankara,Search,Returning,False,True
2,225.0,0,0.0,1.9459101490553132,6.309918278226516,0.75,0.7093023255813953,4.527208644518379,0.0,0.0,0.0,0.01418463471026629,0.0,0.0,May,Windows,Chrome,Istanbul,Referral,New,False,False
7,108.0,2,42.0,3.4965075614664802,6.780963032018502,0.7804878048780488,0.8543571486413348,3.3498127088672693,0.3497698171875,0.012720106998286951,0.02195122,0.02977866253651778,11.19263415,0.0,May,iOS,Safari,Istanbul,Referral,Returning,False,False
2,90.0,0,0.0,1.3862943611198906,5.317302666295585,0.6,0.692657939634907,4.228454491003969,0.0,0.0,0.0,0.013245226421073269,0.0,0.0,May,Windows,Chrome,Gaziantep,Search,Returning,False,False
2,84.0,0,0.0,3.258096538021482,6.230022024540193,0.9259259259259259,0.8578118828720979,3.057328971833326,0.0,0.0,0.017391304,0.03768664957922433,0.0,0.0,May,Windows,Chrome,Bursa,Social,Returning,False,False
0,0.0,0,0.0,3.044522437723423,6.6939430550968115,1.0,1.0,3.7214676437070877,0.0,0.0,0.01,0.037616863250279485,0.0,0.6,May,Android,Samsung Internet,Istanbul,Social,Returning,False,False
5,33.0,0,0.0,4.007333185232471,7.515380881523386,0.9152542372881356,0.9823346775664082,3.5548541125325843,0.0,0.0,0.003773585,0.011257154804485215,0.0,0.0,May,Android,Chrome,Bursa,Referral,Returning,False,False
4,368.8333333,0,0.0,4.7535901911063645,8.520657425023993,0.9663865546218487,0.9315096203896416,3.7981921679072994,0.0,0.0,0.006837607,0.021786833926151255,0.0,0.4,May,Android,Chrome,Ankara,Referral,Returning,False,False
5,73.5,1,0.0,4.382026634673881,8.642087951064548,0.9294117647058824,0.9871898685296939,4.286314575899172,0.030315417215189884,0.0004228206593667852,0.045356473,0.05741537415615192,2.39491796,0.0,May,Android,Chrome,Adana,Direct,Returning,False,False
5,68.66666667,0,0.0,2.4849066497880004,4.848116364598481,0.6875,0.6481639624142075,2.525728644308256,0.0,0.0,0.01547619,0.031781250191012224,0.0,0.0,May,Android,Chrome,Bursa,Search,Returning,False,False
0,0.0,0,0.0,4.584967478670572,8.924866969682412,1.0,1.0,4.362846880318564,0.0,0.0,0.004166667,0.026723069816209886,0.0,0.8,May,Android,Chrome,Ankara,Search,Returning,False,False
3,45.0,1,87.0,3.295836866004329,6.187921833091217,0.8666666666666667,0.7863501483564257,2.9799025131261603,0.0,0.0,0.008,0.01587334915629015,0.0,0.0,May,iOS,Safari,Istanbul,Search,Returning,True,False
8,839.0,0,0.0,4.290459441148391,7.130292456088661,0.9,0.5980342027014783,2.9089044115426392,0.1856017316666667,0.01070571401627483,0.0,0.0025940355786010414,13.36332468,0.0,May,Windows,Chrome,Adana,Social,Returning,True,False
0,0.0,0,0.0,1.6094379124341003,4.219507705176107,1.0,1.0,2.876385515921425,0.0,0.0,0.0,0.048790164169432,0.0,0.6,May,Android,Samsung Internet,Istanbul,Social,Returning,False,False
1,33.0,0,0.0,4.060443010546419,7.943624081583922,0.9827586206896551,0.988419236564701,3.920253278709014,0.0,0.0,0.0,0.00584149122003722,0.0,0.0,May,Android,Chrome,Izmir,Direct,Returning,False,False
1,19.0,0,0.0,3.2188758248682006,8.07402621612406,0.96,0.9941140024783147,4.903111947377487,2.680434782500001,0.02004687902150204,0.008695652,0.01724180609262571,64.33043478,0.0,May,Android,Chrome,Konya,Social,New,False,False
0,0.0,0,0.0,2.6390573296152584,4.919980925828125,1.0,1.0,2.438996948483923,0.0,0.0,0.142857143,0.14389417986625477,0.0,0.8,May,Windows,Chrome,Gaziantep,Referral,Returning,False,False
1,51.0,2,176.0,3.6375861597263857,7.259632063241459,0.9249999999999999,0.8622349894526289,3.67372008401933,2.7663199405405408,0.07204296219605907,0.0,0.012533736529818842,102.3538378,0.0,May,Android,Firefox,Gaziantep,Referral,Returning,True,True
0,0.0,0,0.0,1.791759469228055,4.6913478822291435,1.0,1.0,3.11794990627824,0.0,0.0,0.0,0.039220713153281295,0.0,0.0,May,Android,Chrome,Ankara,Search,Returning,True,False
0,0.0,0,0.0,2.1972245773362196,5.030437921392435,1.0,1.0,2.995732273553991,0.0,0.0,0.0375,0.06843716124194445,0.0,0.6,May,Windows,Chrome,Istanbul,Search,Returning,False,False
1,31.0,0,0.0,2.3978952727983707,5.8522024797744745,0.9090909090909091,0.917989417989418,3.5751506887855933,0.0,0.0,0.0,0.021978906501383937,0.0,0.0,May,iOS,Safari,Istanbul,Direct,Returning,True,False
2,21.33333333,0,0.0,1.3862943611198906,3.8358616443906395,0.6,0.680000000018,2.7795091650153894,0.0,0.0,0.0,0.012422519998557155,0.0,0.0,May,Windows,Chrome,Bursa,Referral,Returning,True,False
6,71.5,1,37.0,2.772588722239781,5.663972699266489,0.6818181818181818,0.7258658806421,3.0033421339784017,0.0,0.0,0.0,0.0012338065475721214,0.0,0.0,May,iOS,Safari,Ankara,Search,Returning,False,False
7,51.0,3,222.0,3.091042453358316,6.4853983032037545,0.6774193548387097,0.7056603773584905,3.47093071967683,0.0,0.0,0.0,0.007117467627020008,0.0,0.0,May,Android,Chrome,Istanbul,Referral,New,False,False
0,0.0,0,0.0,2.1972245773362196,5.317302666295585,1.0,1.0,3.2716263900956264,0.0,0.0,0.0,0.01418463471026629,0.0,0.0,May,Android,Samsung Internet,Istanbul,Search,Returning,False,False
2,72.5,0,0.0,2.3978952727983707,7.365812837209472,0.8333333333333334,0.9561270801815431,5.0689042022202315,10.009636359999998,0.06335212886075947,0.0,0.018018505324106884,100.0963636,0.0,May,Android,Chrome,Istanbul,Search,Returning,False,True
0,0.0,0,0.0,4.406719247264253,7.6362696033793735,1.0,1.0,3.2797037666092357,0.0,0.0,0.012345679,0.024993681410946992,0.0,0.6,May,iOS,Opera,Ankara,Search,Returning,False,False
0,0.0,0,0.0,2.833213344056216,5.256192440247365,1.0,1.0,2.558921611664019,0.0,0.0,0.0,0.01857638557293541,0.0,0.0,May,Android,Chrome,Istanbul,Referral,Returning,False,False
2,71.3,0,0.0,2.9444389791664403,6.70294268435265,0.9,0.9194441306067112,3.8332202694126463,0.0,0.0,0.010526316,0.04443650645445988,0.0,0.8,May,Windows,Chrome,Cankaya,Referral,Returning,False,False
0,0.0,0,0.0,2.302585092994046,4.343805421853684,1.0,1.0,2.245426679154097,0.0,0.0,0.0,0.02919915505197454,0.0,0.0,May,Android,Samsung Internet,Ankara,Social,Returning,False,False
0,0.0,0,0.0,4.04305126783455,8.384571860674036,1.0,1.0,4.3717019405256075,0.0,0.0,0.004285714,0.02205099781580184,0.0,0.8,May,OS X,Safari,Istanbul,Referral,Returning,False,False
1,0.0,0,0.0,2.1972245773362196,5.096812990337308,0.888888888888889,1.0,3.0592937550437354,0.0,0.0,0.0,0.021978906501383937,0.0,0.0,May,Android,Chrome,Istanbul,Direct,Returning,False,False
5,37.0,1,16.0,2.9444389791664403,6.140961558253893,0.75,0.8973862536302033,3.2865344733420154,0.0,0.0,0.0,0.004535155617879968,0.0,0.0,May,Android,Firefox,Istanbul,Email,Returning,False,False
0,0.0,0,0.0,2.8903717578961645,5.209486152841421,1.0,1.0,2.460091480668277,0.0,0.0,0.0,0.03681397312271631,0.0,0.0,May,Android,Samsung Internet,Bursa,Social,Returning,False,False
2,23.0,0,0.0,3.4657359027997265,6.428105272684596,0.9393939393939394,0.9641185647425897,3.0414455122189437,0.0,0.0,0.0,0.006430890426444272,0.0,0.0,May,Android,Chrome,Konya,Social,Returning,False,False
0,0.0,0,0.0,2.0794415416798357,5.269574897510856,1.0,1.0,3.354072496645396,0.0,0.0,0.028571429,0.055569851019675626,0.0,0.0,May,Android,Samsung Internet,Ankara,Social,Returning,False,False
1,4.0,0,0.0,3.6375861597263857,7.168535872412059,0.9736842105263158,0.996925306919918,3.5849764770817805,0.0,0.0,0.013888889,0.0390426347982722,0.0,0.8,May,Android,Chrome,Bursa,Search,Returning,False,False
0,0.0,0,0.0,1.3862943611198906,3.044522437723423,1.0,1.0,2.03688192726104,0.0,0.0,0.0,0.06453852145007118,0.0,0.0,May,Android,Chrome,Istanbul,Referral,Returning,False,False
0,0.0,0,0.0,1.0986122886681098,5.062595033026967,1.0,1.0,4.375757021660286,0.0,0.0,0.0,0.048790164169432,0.0,0.0,May,iOS,Safari,Adana,Social,Returning,False,False
2,105.0,0,0.0,2.833213344056216,5.724984682213564,0.8888888888888888,0.74416985727422,3.0001866238144825,0.0,0.0,0.0,0.01857638557293541,0.0,0.2,May,iOS,Opera,Ankara,Display Ads,Returning,False,False
0,0.0,0,0.0,2.1972245773362196,4.189654742026425,1.0,1.0,2.2110178994685548,0.0,0.0,0.025,0.048790164169432,0.0,0.0,May,Android,Chrome,Bursa,Referral,Returning,True,False
1,4.0,0,0.0,3.6109179126442243,6.090404494962885,0.9729729729729729,0.9910031488978858,2.5831586262085318,0.0,0.0,0.011111111,0.04104419191258608,0.0,1.0,May,Windows,Chrome,Ankara,Direct,Returning,True,False
0,0.0,0,0.0,1.6094379124341003,4.127134385045092,1.0,1.0,2.788092908775747,0.0,0.0,0.0,0.0246926125903715,0.0,0.0,May,iOS,Safari,Bursa,Referral,Returning,False,False
0,0.0,0,0.0,2.0794415416798357,7.432483807917119,1.0,1.0,5.490117667296536,0.0,0.0,0.028571429,0.08223809850012999,0.0,0.6,May,Android,Chrome,Ankara,Social,Returning,False,False
0,0.0,0,0.0,1.0986122886681098,2.8903717578961645,1.0,1.0,2.251291798606495,0.0,0.0,0.0,0.09531017980432487,0.0,0.4,May,OS X,Safari,Bursa,Social,Returning,False,False
1,20.5,1,13.0,4.060443010546419,7.3264022526225165,0.9661016949152542,0.9784205615269556,3.319532892848093,0.23513115543859653,0.008823782516918413,0.0,0.02268812201396905,13.40247586,0.0,May,Android,Chrome,Istanbul,Referral,Returning,False,False
1,38.0,0,0.0,2.833213344056216,6.591281728848009,0.9411764705882353,0.9503731343274323,3.839068214240207,1.166458333125,0.025646512232541163,0.038888889,0.044206736293477635,18.66333333,0.0,May,Windows,Chrome,Bursa,Referral,Returning,True,False
1,6.0,0,0.0,3.2188758248682006,5.7169728752322415,0.96,0.9805814768844686,2.6118553707488403,0.0,0.0,0.018181818,0.02247285611872526,0.0,0.6,May,Windows,Chrome,Istanbul,Social,Returning,False,False
5,112.3333333,0,0.0,4.02535169073515,7.94893656760323,0.9166666666666667,0.9618419289735402,3.9604879603591487,0.16188287081818176,0.003144398989098844,0.0,0.028176291674258988,8.903557895,0.0,May,Android,Chrome,Ankara,Direct,Returning,False,False
0,0.0,0,0.0,1.9459101490553132,4.418840607796598,1.0,1.0,2.685577345250152,0.0,0.0,0.15,0.1683353145375246,0.0,0.6,May,Android,Chrome,Ankara,Direct,Returning,False,False
6,245.4666667,0,0.0,4.060443010546419,7.362782740029358,0.9047619047619048,0.8651788248090558,3.354643020519612,0.0,0.0,0.006896552,0.029726180466037533,0.0,0.0,May,OS X,Chrome,Ankara,Email,Returning,False,False
5,86.16666667,1,13.0,4.02535169073515,7.344398474345685,0.9016393442622951,0.9397408731865,3.3713651703265386,0.16617746863636357,0.005909950331179975,0.015577078,0.01897792065245581,9.139760775,0.0,May,Android,Chrome,Istanbul,Search,Returning,True,False
1,10.0,3,47.66666667,3.5553480614894135,6.8514998186510585,0.8947368421052632,0.9424463850710616,3.3594534130305016,0.0,0.0,0.0,0.012422519998557155,0.0,0.0,May,Android,Chrome,Ankara,Email,Returning,False,False
0,0.0,0,0.0,1.9459101490553132,5.231108616854587,1.0,1.0,3.465735902799727,0.0,0.0,0.0,0.06973333780742129,0.0,0.0,May,iOS,Safari,Cankaya,Social,Returning,False,False
4,104.5,1,54.0,3.258096538021482,6.681231019508449,0.8333333333333334,0.8339966485127775,3.4920126258779454,0.0,0.0,0.0,0.023788861891682,0.0,0.8,May,Android,Opera,Istanbul,Referral,Returning,False,False
0,0.0,0,0.0,2.8903717578961645,4.189654742026425,1.0,1.0,1.5735059032080367,0.0,0.0,0.047058824,0.07368771557257994,0.0,0.8,May,Android,Chrome,Istanbul,Social,Returning,False,False
0,0.0,0,0.0,3.044522437723423,5.702114417555504,1.0,1.0,2.767890201458227,0.0,0.0,0.01,0.039220713153281295,0.0,0.0,May,Android,Samsung Internet,Ankara,Direct,Returning,False,False
0,0.0,0,0.0,0.6931471805599453,6.418364935936212,1.0,1.0,6.418364935936212,0.0,0.0,0.0,0.09531017980432487,0.0,0.0,May,iOS,Safari,Istanbul,Social,Returning,False,False
0,0.0,0,0.0,4.955827057601261,7.968154500597738,1.0,1.0,3.066740354135332,0.0,0.0,0.004316547,0.018623593292989293,0.0,0.8,May,Android,Chrome,Bursa,Social,Returning,False,False
9,177.0,2,500.0,4.48863636973214,7.887893221844056,0.8888888888888888,0.7973553714585145,3.4426823599964287,0.06226741264772728,0.0020570175446400865,0.008163265,0.025588179255683404,5.479532313,0.6,May,OS X,Chrome,Cankaya,Referral,Returning,False,False
0,0.0,5,161.5,4.110873864173311,7.933856610307197,0.9230769230769232,0.9452666064228122,3.8604372707402397,0.5219809523333333,0.01122875069121855,0.0,0.0050138645476694825,31.31885714,0.0,May,Android,Chrome,Adana,Search,Returning,False,True
5,129.5,0,0.0,3.5263605246161616,6.890609120147166,0.868421052631579,0.8834907782276202,3.426136330009407,0.0,0.0,0.0,0.00586511951087761,0.0,0.0,May,Android,Firefox,Izmir,Referral,Returning,True,False
3,52.0,0,0.0,2.6390573296152584,5.692609174170435,0.8125,0.8504314477612243,3.1673125886245246,0.0,0.0,0.014285714,0.04196419923601844,0.0,0.2,May,Windows,Chrome,Istanbul,Referral,Returning,False,False
0,0.0,0,0.0,3.295836866004329,8.084254106307318,1.0,1.0,4.833836917958411,0.0,0.0,0.005555556,0.030906329840608312,0.0,0.0,May,OS X,Safari,Bursa,Email,Returning,True,False
0,0.0,0,0.0,3.9318256327243257,7.459681715482971,1.0,1.0,3.5754840998646085,0.0,0.0,0.0,0.008708328203923069,0.0,0.2,May,Android,Chrome,Ankara,Direct,Returning,False,False
2,25.5,0,0.0,2.6390573296152584,6.8128949979581765,0.8666666666666666,0.9726980728051392,4.261053419648341,1.521948717692308,0.021778022377545413,0.0,0.013245226421073269,19.78533333,0.0,May,Windows,Chrome,Bursa,Direct,Returning,True,True
2,87.25,0,0.0,4.04305126783455,7.64777809359634,0.9655172413793104,0.9600180243420376,3.6483286900134866,0.0,0.0,0.032738095,0.061296665121207995,0.0,0.8,May,Android,Samsung Internet,Ankara,Social,Returning,False,False
4,57.5,0,0.0,3.332204510175204,6.412474866551609,0.8709677419354839,0.9136506983030485,3.158417855831087,0.26326474622222223,0.011683346725838263,0.014814815,0.016584496821388316,7.108148148,0.0,May,Android,Chrome,Ankara,Referral,Returning,False,False
0,0.0,0,0.0,2.0794415416798357,5.321382639641899,1.0,1.0,3.4043669565816628,0.0,0.0,0.0,0.009478744426241886,0.0,0.0,May,iOS,Safari,Istanbul,Search,Returning,False,False
5,50.66666667,0,0.0,4.454347296253507,8.224720827818285,0.9444444444444444,0.9866023084983246,3.804327573817561,0.0,0.0,0.014942529,0.038299275298243236,0.0,1.0,May,Android,Chrome,Ankara,Email,Returning,True,False
5,41.0,1,9.307692308,3.912023005428146,6.95025586420041,0.8909090909090909,0.9539612237253877,3.103411527736189,0.0,0.0,0.012,0.025126122513803882,0.0,0.6,May,Android,Chrome,Adana,Social,Returning,False,False
8,294.5,3,231.7,3.2188758248682006,6.942720153696115,0.6857142857142856,0.6628615972028707,3.786632984572629,0.41156862745833334,0.009547463934449439,0.0,0.015081774132406587,9.877647059,0.0,May,Android,Samsung Internet,Ankara,Social,Returning,False,True
0,0.0,0,0.0,2.5649493574615367,6.383225063658711,1.0,1.0,3.9167341128807482,0.0,0.0,0.01,0.0295588022415444,0.0,0.0,May,iOS,Safari,Adana,Referral,Returning,False,False
4,362.0,1,61.0,2.8903717578961645,6.709304340258298,0.7727272727272727,0.6594202898550724,3.895415269028485,0.0,0.0,0.0,0.004987541511039074,0.0,0.0,May,Android,Chrome,Izmir,Direct,Returning,False,False
0,0.0,0,0.0,1.9459101490553132,4.852030263919617,1.0,1.0,3.0985896589936988,0.0,0.0,0.0,0.016529302279079415,0.0,0.8,May,Android,Chrome,Ankara,Referral,Returning,False,False
7,96.0,3,313.0,4.189654742026425,7.646192611044939,0.8666666666666666,0.8364433635093421,3.5019300457765965,0.09457898158461542,0.0029391131980157706,0.012206573,0.029700896999974958,6.147633803,0.0,May,Windows,Chrome,Ankara,Referral,Returning,True,False
0,0.0,0,0.0,4.394449154672439,8.095722954634043,1.0,1.0,3.73749328607109,0.0,0.0,0.01875,0.04108862521113304,0.0,0.4,May,Android,Samsung Internet,Gaziantep,Search,Returning,False,False
4,157.0,0,0.0,3.7376696182833684,6.799130181147677,0.9111111111111111,0.8509116232004649,3.1291823620959867,0.10805726404878048,0.004944216753777837,0.0,0.012959144384994462,4.430347826,0.2,May,Android,Opera,Izmir,Referral,Returning,False,False
0,0.0,0,0.0,1.791759469228055,5.736572297479192,1.0,1.0,4.1399550734741535,0.0,0.0,0.05,0.04401688541677433,0.0,0.0,May,iOS,Safari,Istanbul,Search,Returning,True,False
8,820.8,1,29.5,4.0943445622221,7.384184401087667,0.8676470588235294,0.6542953331810528,3.342031304162518,0.21085266881355938,0.007730193310970672,0.010447761,0.030330764396248214,12.44030746,0.0,May,Android,Samsung Internet,Bursa,Search,Returning,True,False
0,0.0,0,0.0,2.833213344056216,6.139309674300083,1.0,1.0,3.3985550046986983,0.0,0.0,0.0125,0.0458095360312942,0.0,0.0,May,iOS,Safari,Istanbul,Social,Returning,False,False
0,0.0,0,0.0,1.3862943611198906,5.749392985908253,1.0,1.0,4.657129924918802,0.0,0.0,0.0,0.03278982250041022,0.0,0.0,May,Android,Opera,Antalya,Referral,Returning,True,False
4,316.8333333,1,13.0,4.30406509320417,8.034633347567219,0.9358974358974359,0.9034117887529035,3.7672370155392416,0.03182413920547944,0.000753049200314283,0.008333333,0.02444983190201286,2.323162162,0.2,May,Windows,Chrome,Istanbul,Referral,Returning,False,False
2,17.0,0,0.0,2.70805020110221,5.565286397402276,0.875,0.9386724386724387,2.9748004375129553,0.0,0.0,0.0,0.03681397312271631,0.0,0.4,May,Android,Chrome,Ankara,Social,Returning,False,False
0,0.0,0,0.0,3.784189633918261,7.262757157226661,1.0,1.0,3.530580971923043,0.0,0.0,0.004651163,0.006952519130124233,0.0,0.8,May,Android,Opera,Istanbul,Direct,Returning,False,False
0,0.0,0,0.0,1.6094379124341003,4.927253685157205,1.0,1.0,3.562465529258278,0.0,0.0,0.0,0.07232066157962612,0.0,0.0,May,OS X,Safari,Ankara,Social,Returning,True,False
0,0.0,0,0.0,4.23410650459726,6.617135562543013,1.0,1.0,2.4834349791765438,0.0,0.0,0.002941176,0.011405299595387686,0.0,0.0,May,Android,Chrome,Istanbul,Referral,Returning,False,False
2,235.0,0,0.0,3.1780538303479458,7.085064293952548,0.92,0.8354341736694678,3.9678278465969625,1.983152173913043,0.03823344509639563,0.0,0.008298802484116581,45.6125,0.0,May,Windows,Chrome,Gaziantep,Search,New,False,True
9,367.0,0,0.0,4.454347296253507,7.778626236476806,0.9042553191489361,0.8667872070391562,3.3705322330215375,0.046188401517647075,0.001644065950380307,0.0,0.015952662940002707,3.926014129,0.0,May,Windows,Chrome,Adana,Referral,Returning,True,True
4,51.01923077,0,0.0,4.897839799950911,8.029407591728292,0.9708029197080292,0.9836473769752128,3.181157557359198,0.013434729939849628,0.0005822301115681449,0.004890511,0.012171920699941129,1.786819082,0.0,May,Android,Chrome,Ankara,Social,Returning,False,False
4,165.0,0,0.0,4.0943445622221,8.038310257563907,0.9365079365079365,0.9494078417845234,3.97932518296047,0.13773209403389833,0.0026244216375600486,0.007526882,0.019064425480488475,8.126193548,0.0,May,Android,Chrome,Istanbul,Search,Returning,False,True
0,0.0,0,0.0,2.995732273553991,6.94812917312041,1.0,1.0,4.020830206016304,6.104210526315791,0.11149778888675257,0.0,0.011049836076694864,115.98,0.0,May,Android,Chrome,Adana,Search,New,True,True
0,0.0,0,0.0,1.9459101490553132,5.1994174180771475,1.0,1.0,3.4348828607921424,0.0,0.0,0.0,0.016529302279079415,0.0,0.0,May,iOS,Safari,Gaziantep,Search,Returning,True,False
0,0.0,0,0.0,1.3862943611198906,4.948759890378168,1.0,1.0,3.864232341591798,0.0,0.0,0.066666667,0.12516314265988837,0.0,0.0,May,Windows,Chrome,Istanbul,Social,Returning,False,False
0,0.0,0,0.0,2.302585092994046,7.105129638402384,1.0,1.0,4.914450657992368,0.0,0.0,0.033333333,0.03993271058448132,0.0,0.0,May,iOS,Safari,Antalya,Referral,Returning,False,False
0,0.0,0,0.0,2.0794415416798357,4.400603020246817,1.0,1.0,2.5257286443082556,0.0,0.0,0.028571429,0.03738753197987721,0.0,0.0,May,iOS,Safari,Ankara,Social,Returning,False,False
0,0.0,0,0.0,3.7376696182833684,8.09346227450118,1.0,1.0,4.392037335595587,0.0,0.0,0.045238095,0.07563741460297103,0.0,0.8,May,Android,Opera,Istanbul,Email,Returning,False,False
6,175.0,0,0.0,1.9459101490553132,5.572154032177765,0.49999999999999994,0.5995423340961099,3.799227511282802,0.0,0.0,0.0,0.018018505324106884,0.0,0.0,May,iOS,Safari,Bursa,Search,Returning,True,False
1,4.0,0,0.0,3.4657359027997265,6.981711369030927,0.96875,0.9962954714349896,3.5752044724661793,0.0,0.0,0.0,0.0077286776796135995,0.0,0.0,May,Android,Opera,Izmir,Display Ads,New,False,False
0,0.0,0,0.0,2.4849066497880004,5.993129826510238,1.0,1.0,3.6198865827081534,0.0,0.0,0.054545455,0.07020425892748582,0.0,0.8,May,Android,Chrome,Istanbul,Search,Returning,False,False
0,0.0,0,0.0,2.1972245773362196,5.118991318933283,1.0,1.0,3.080571153682408,0.0,0.0,0.0,0.0246926125903715,0.0,0.0,May,Android,Chrome,Ankara,Referral,Returning,False,False
3,38.16666667,0,0.0,1.791759469228055,4.365219516399873,0.625,0.670503597112489,2.8053785451030944,0.0,0.0,0.0,0.012422519998557155,0.0,0.0,May,iOS,Safari,Antalya,Social,Returning,False,False
0,0.0,0,0.0,2.833213344056216,6.465366816769375,1.0,1.0,3.7158560418121387,0.0,0.0,0.0,0.03681397312271631,0.0,0.0,May,OS X,Safari,Gaziantep,Direct,Returning,False,False
14,375.2785714,0,0.0,5.056245805348308,8.600400753281976,0.9176470588235294,0.935387204195987,3.578670448337342,0.019181203705128214,0.0005507744659959534,0.010009921,0.02866007714988313,2.992267778,1.0,May,Android,Chrome,Adana,Direct,Returning,True,False
3,143.0,2,29.0,1.3862943611198906,5.942799375126701,0.375,0.6884057971014493,4.8494227005125365,0.0,0.0,0.0,0.04196419923601844,0.0,0.4,May,Android,Chrome,Bursa,Social,New,False,False
0,0.0,0,0.0,3.9889840465642745,7.35090145405799,1.0,1.0,3.413449066353298,0.0,0.0,0.0,0.02607223997889276,0.0,0.4,May,Android,Chrome,Ankara,Email,Returning,False,False
1,9.0,0,0.0,4.718498871295094,7.805013658406258,0.9910714285714286,0.9963427554150781,3.139352430496335,0.025201934369369378,0.001140931534366349,0.0,0.015652631886639744,2.797414715,0.4,May,Android,Chrome,Cankaya,Social,Returning,False,True
0,0.0,0,0.0,3.6109179126442243,6.657006089852051,1.0,1.0,3.117479702952538,0.0,0.0,0.029166667,0.017907482643440182,0.0,1.0,May,iOS,Safari,Gaziantep,Social,Returning,True,False
1,8.0,0,0.0,3.58351893845611,7.167744931674029,0.9722222222222222,0.9938646385904353,3.638275145629349,0.0,0.0,0.004166667,0.02333668007068744,0.0,0.0,May,Android,Opera,Adana,Referral,Returning,True,False
5,96.25,0,0.0,3.295836866004329,7.109334652108027,0.8387096774193549,0.927004992713646,3.8714680689947056,1.6521588088461538,0.035142728967860026,0.0,0.006430890426444272,42.95612903,0.0,May,Android,Chrome,Istanbul,Direct,Returning,False,True
0,0.0,0,0.0,2.772588722239781,6.270988431858299,1.0,1.0,3.5890591188317256,0.0,0.0,0.026666667,0.054067221691328396,0.0,0.0,May,Android,Chrome,Bursa,Social,Returning,False,False
1,72.0,1,6.0,4.442651256490317,7.100876890495158,0.9767441860465116,0.939536304055332,2.7362444597399973,0.0,0.0,0.005102041,0.02122440726432959,0.0,0.0,May,Android,Chrome,Antalya,Email,Returning,False,False
6,40.66666667,0,0.0,3.912023005428146,6.664982835278964,0.8909090909090909,0.950654235844639,2.8325528618802345,0.08720015697959184,0.00545383584402323,0.0,0.007662873050912636,4.272807692,0.0,May,Android,Chrome,Istanbul,Search,Returning,True,False
0,0.0,0,0.0,4.0943445622221,7.853886705013062,1.0,1.0,3.7986173988170124,0.04729616413559323,0.001083794435671468,0.003508772,0.016485053759158996,2.790473684,0.0,May,Android,Chrome,Antalya,Referral,Returning,False,False
2,0.0,0,0.0,1.3862943611198906,3.970291913552122,0.6,1.0,2.908720896564361,0.0,0.0,0.1,0.1053605155578263,0.0,0.0,May,iOS,Chrome,Istanbul,Email,Returning,True,False
1,4.0,0,0.0,1.6094379124341003,5.0238805208462765,0.7999999999999999,0.9741935483870968,3.657130755799356,0.0,0.0,0.0,0.07696104113612832,0.0,1.0,May,Android,Chrome,Ankara,Direct,Returning,True,False
0,0.0,0,0.0,1.0986122886681098,6.47543271670409,1.0,1.0,5.783825182329737,0.0,0.0,0.0,0.09531017980432487,0.0,0.8,May,iOS,Safari,Bursa,Direct,Returning,False,False
0,0.0,0,0.0,1.9459101490553132,4.74493212836325,1.0,1.0,2.9957322735539913,0.0,0.0,0.0,0.03278982250041022,0.0,0.0,May,Android,Chrome,Ankara,Direct,Returning,True,False
2,38.33333333,0,0.0,4.23410650459726,7.731218650942233,0.9714285714285714,0.983446404392092,3.5406937542499253,0.18768281367647055,0.0056040045263369845,0.009758454,0.029415013263628078,12.76243133,1.0,May,Android,Chrome,Izmir,Search,Returning,True,False
